	ENA|OQ831739|OQ831739.1 Achaetomium aegilopis isolate GH19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	ENA|OL772741|OL772741.1 Colletotrichum fructicola isolate GH19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	ENA|MN267651|MN267651.1 Gymnocypris eckloni isolate GH19 cytochrome b gene, partial cds; mitochondrial.	ENA|ON315729|ON315729.1 Hemiculter leucisculus isolate GH19 cytochrome b (cytb) gene, partial cds; mitochondrial.	ENA|MK568234|MK568234.1 Clavibacter michiganensis subsp. michiganensis strain gh19 recombinase A (recA) gene, partial cds.	ENA|MN064559|MN064559.1 Stylosanthes guianensis glycoside hydrolase family 19-1 (GH19-1) mRNA, complete cds.	ENA|MN971588|MN971588.1 Ipomoea batatas cultivar Nanjing92 GH19 family class II acidic chitinase mRNA, complete cds.	ENA|DQ191179|DQ191179.1 Lysobacter yangpyeongensis strain GH19-3 16S ribosomal RNA gene, partial sequence.	ENA|AB301019|AB301019.1 Bacillus pumilus gene for 16S rRNA, partial sequence, strain: GH19.	ENA|MW674692|MW674692.1 Halorubrum sp. strain GH19 16S ribosomal RNA gene, partial sequence.	ENA|KY016743|KY016743.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 18S ribosomal RNA gene, partial sequence.	ENA|ON863362|ON863362.1 HIV-1 strain GH19 from Ghana pol protein (pol) gene, partial cds.	ENA|AY397205|AY397205.1 HIV-1 strain S|GH19 from Ghana pol protein (pol) gene, partial cds.	ENA|EF100837|EF100837.1 Ailuropoda melanoleuca haplotype GH19 control region, partial sequence; mitochondrial.	ENA|KC875428|KC875428.1 Sus scrofa voucher GH19 control region, partial sequence; mitochondrial.	ENA|HQ694616|HQ694616.1 Carassius gibelio haplotype GH19 D-loop, partial sequence; mitochondrial.	ENA|MN267597|MN267597.1 Gymnocypris eckloni isolate GH19 D-loop, partial sequence; mitochondrial.	ENA|HQ660154|HQ660154.1 Bat Paramyxovirus Hip_spec/GH19-T/GHA/2009 isolate BatPV/Hip_spec/GH19-T/GHA/2009 RNA-dependent RNA polymerase (L) gene, partial cds.	ENA|HQ660153|HQ660153.1 Bat Paramyxovirus Hip_rub/GH19-140/GHA/2009 isolate BatPV/Hip_rub/GH19-140/GHA/2009 RNA-dependent RNA polymerase (L) gene, partial cds.	ENA|KY017958|KY017958.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 cytchrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	ENA|OR668305|OR668305.1 Hynobius unisacculus isolate GH19 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.	ENA|HQ730799|HQ730799.1 Styela clava haplotype GH19 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	ENA|MK568138|MK568138.1 Clavibacter michiganensis subsp. michiganensis strain gh19 F0F1 ATP synthase subunit beta (atpD) gene, partial cds.	ENA|MK568170|MK568170.1 UNVERIFIED: Clavibacter michiganensis subsp. michiganensis strain gh19 DNA gyrase subunit B-like (gyrB) gene, partial sequence.	ENA|MK568202|MK568202.1 UNVERIFIED: Clavibacter michiganensis subsp. michiganensis strain gh19 polyphosphate kinase-like (ppk) gene, partial sequence.	ENA|ON863398|ON863398.1 HIV-1 strain GH19 from Ghana integrase (pol) gene, partial cds.	ENA|OL854162|OL854162.1 Colletotrichum fructicola isolate GH19 chitin synthase (CHS-1) gene, partial cds.	ENA|JQ741997|JQ741997.1 Uncultured bacterium clone GH19 glycosyl hydrolase family 48 (GHF48) gene, partial cds.	ENA|FJ971954|FJ971954.1 Paramyxovirus bat/GH19/2009 polymerase (L) gene, partial cds.	ENA|KY016151|KY016151.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 16S ribosomal RNA gene, partial sequence; mitochondrial.	ENA|JX845698|JX845698.1 Gambusia holbrooki clone Gh19 microsatellite sequence.	ENA|KY018459|KY018459.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 histone H3 (H3) gene, partial cds.	ENA|AY397532|AY397532.1 HIV-1 strain S|GH19 from Ghana envelope glycoprotein (env) gene, partial cds.	ENA|OM115982|OM115982.1 Giardia intestinalis assemblage AII isolate GH19 triosephosphate isomerase gene, partial cds.	ENA|HX871796|HX871796.1 Hevea brasiliensis mRNA, clone: Hebr-GH19, 5' end sequence, expressed in latex.	ENA|EU723658|EU723658.1 Gracilibacillus halotolerans isolate Gh19 16S ribosomal RNA gene, partial sequence; 16S-23S internal transcribed spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence.	ENA|OM116011|OM116011.1 Giardia intestinalis assemblage AII isolate GH19 glutamate dehydrogenase gene, partial cds.	ENA|LC571610|LC571610.1 Lysobacter sp. MK9-1 Chi19MK gene for GH19 chitinase, complete cds.	ENA|OP730330|OP730330.1 Plasmodiophora brassicae isolate ZJ-1 GH19 chitinase (Chia4) mRNA, complete cds.	ENA|EU098615|EU098615.1 Gossypium herbaceum isolate GH19 retrotransposon Gorge3 reverse transcriptase (pol) gene, partial sequence.	ENA|AY396878|AY396878.1 HIV-1 strain S|GH19 from Ghana gag protein (gag) gene, partial cds.	ENA|AB301460|AB301460.1 Bacillus sp. GH19 fus gene for elongation factor G, partial cds, strain: GH19.	ENA|AB301435|AB301435.1 Bacillus sp. GH19 rpoB gene for RNA polymerase beta subunit, partial cds, strain: GH19.	ENA|OL854151|OL854151.1 Colletotrichum fructicola isolate GH19 calmodulin (CAL) gene, partial cds.	ENA|OL854190|OL854190.1 Colletotrichum fructicola isolate GH19 beta-tubulin 2 (tub2) gene, partial cds.	ENA|KJ699341|KJ699341.1 Maize streak virus isolate MSV-A_GH-gh19-For-2010, complete genome.	ENA|AB986079|AB986079.1 Orthohepevirus A gene for capsid protein, partial cds, isolate: GH19-Nep14.	ENA|OM100936|OM100936.1 Colletotrichum fructicola isolate GH19 mating type protein 1-2-1 (Mat-1-2-1) gene, partial cds; and MAT-1-2-1-Apn2 intergenic spacer, partial sequence.
ENA|KY016743|KY016743.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 18S ribosomal RNA gene, partial sequence.	0.854094615332692	0.864963447034545	0.858395075278952	0.858984970028641	0.863397096042456	0.861432946265297	0.864697482629492	0.737443778488925	0.730045911547372	0.711858392150795	0	0.854940755128165	0.849377940478526	0.83176534559855	0.846466097589816	0.842332362861483	0.854004278836281	0.834197524474269	0.834197524474269	0.846097449056696	0.842522735352283	0.832666399786453	0.885099321950141	0.868966075756888	0.865383665716478	0.852353227304493	0.85048230910629	0.8596150609996	0.842515361457918	0.863348348217781	0.863811714632871	0.866968273311143	0.846065800118109	0.858071628613383	0.86170604815844	0.831811576704373	0.889913652398272	0.855791361621249	0.863438960764571	0.839343069315858	0.863459396947833	0.856431830179225	0.839442203153519	0.875189948987367	0.862467097046432	0.867518981330628	0.858778201865883	0.864179402374858
ENA|ON863362|ON863362.1 HIV-1 strain GH19 from Ghana pol protein (pol) gene, partial cds.	0.866885836588609	0.853531267734229	0.858211480992759	0.851088156820345	0.87563614641421	0.849935929404806	0.856263001977592	0.838290577566618	0.841805700045154	0.861012190007779	0.854940755128165	0	0.174963553055941	0.808342825790122	0.80051004149268	0.774275459744262	0.80275147953037	0.822981355465999	0.81381136056313	0.832523050225043	0.82572282384477	0.818288324537149	0.870649170783918	0.864600784619865	0.8831219090364	0.814100986774163	0.870904458750319	0.848349556313298	0.833376848298159	0.824621125123532	0.852419324649536	0.830897983554379	0.855453544199523	0.845154254728517	0.867907660740359	0.855769833211562	0.866025403784439	0.862030880476772	0.868966075756888	0.853293969906234	0.873395965653902	0.862316498502576	0.848727861596901	0.855700825742855	0.866246413205871	0.856038314104198	0.870340845882175	0.853126620365741
ENA|AY397205|AY397205.1 HIV-1 strain S|GH19 from Ghana pol protein (pol) gene, partial cds.	0.8676312375458	0.858665734303581	0.8521539348031	0.842578867568504	0.880436133535476	0.845498442995576	0.851290993888285	0.827640881769065	0.828441783997937	0.846494706411009	0.849377940478526	0.174963553055941	0	0.80780094879949	0.802801746691326	0.778899097847243	0.783703188306274	0.819920061690788	0.805704451933553	0.834479643432746	0.833265854218009	0.825555317437966	0.857218922533888	0.849119034527102	0.894427190999916	0.813157112614726	0.872278375988647	0.847015271255176	0.820963574845176	0.822930853640461	0.838273644284909	0.829305152264908	0.851601564832537	0.840268929092851	0.866892730395188	0.855243268336521	0.868427698007535	0.864577925915276	0.867762668125779	0.855214350768576	0.857816446918438	0.856013212917683	0.845431309072864	0.85173405579653	0.868510417224564	0.847015271255176	0.858292879305582	0.844645993128136
ENA|EF100837|EF100837.1 Ailuropoda melanoleuca haplotype GH19 control region, partial sequence; mitochondrial.	0.84444074320012	0.83580759633156	0.833333333333333	0.835183132131828	0.871128720813951	0.851309484416898	0.851216564725216	0.840453540265141	0.850531748566242	0.841415252111328	0.83176534559855	0.808342825790122	0.80780094879949	0	0.570925331725996	0.736599671073637	0.751859093327953	0.796333059381195	0.810345859962259	0.813656584215378	0.823953325479549	0.834333910496839	0.863372946088014	0.868000378763884	0.863951088461371	0.857956310196899	0.846884357367698	0.82956135578434	0.823413912442696	0.818535277187245	0.852033766033682	0.824202854173404	0.855769833211562	0.88351596583976	0.840221658204413	0.86440211200341	0.857433168025743	0.855573565261499	0.858018833720102	0.860712314349803	0.861531209443233	0.857893529764163	0.879626634862642	0.867186763302845	0.868763240601875	0.854678145272316	0.861356769214109	0.859145913012953
ENA|KC875428|KC875428.1 Sus scrofa voucher GH19 control region, partial sequence; mitochondrial.	0.861891607371335	0.869090990021281	0.839000338872072	0.827232570375584	0.864196414617635	0.85657913274308	0.869151346496323	0.844980336781469	0.858583906461866	0.838238135499792	0.846466097589816	0.80051004149268	0.802801746691326	0.570925331725996	0	0.708001287276238	0.710914599677456	0.797372227467074	0.808901098808946	0.821285458243094	0.814062904632322	0.824478164425797	0.874271384166384	0.869871575500373	0.868189929539472	0.829305152264908	0.862439361864103	0.831421755742734	0.822531375390315	0.823819566821934	0.843949472569722	0.835780719904872	0.850531748566242	0.85528173680669	0.846466097589816	0.86386842558136	0.866025403784439	0.87355984117661	0.853010233903421	0.862043656699036	0.837080775882538	0.866813774820508	0.870927053138519	0.882406242441104	0.862378964835992	0.861247683779489	0.837411405245486	0.860119657514417
ENA|HQ694616|HQ694616.1 Carassius gibelio haplotype GH19 D-loop, partial sequence; mitochondrial.	0.864139046929485	0.843409868442128	0.837379734216866	0.843115278887754	0.866025403784439	0.850230301897704	0.864622932574646	0.838926378387538	0.838926378387538	0.867559550963555	0.842332362861483	0.774275459744262	0.778899097847243	0.736599671073637	0.708001287276238	0	0.456664771542364	0.80006426477096	0.790366157701021	0.82915619758885	0.826767381914326	0.819515062870479	0.861891607371335	0.898979012717273	0.868966075756888	0.824855993007851	0.837707816583391	0.813575295780767	0.798661431586956	0.823134873765025	0.831684798913076	0.838525491562421	0.847225714342373	0.871434734355133	0.852168103246347	0.845854368824604	0.862811940369652	0.875595035770913	0.884769025857565	0.843761907399594	0.831370236770739	0.85081172830123	0.875037357241985	0.86991767240168	0.862072734116504	0.847966755862292	0.80860754006264	0.840917865872082
ENA|MN267597|MN267597.1 Gymnocypris eckloni isolate GH19 D-loop, partial sequence; mitochondrial.	0.8568066567545	0.854493259282208	0.845154254728517	0.845154254728517	0.861118704783965	0.84297453141009	0.847365172152412	0.837707816583391	0.840951841665146	0.870729541614687	0.854004278836281	0.80275147953037	0.783703188306274	0.751859093327953	0.710914599677456	0.456664771542364	0	0.813331853588617	0.818074353570048	0.840168050416806	0.833809387832792	0.835657838081095	0.875113012593303	0.884022659772998	0.876226290320224	0.834847109936722	0.847865261706146	0.829212531875533	0.841172872581243	0.823539811898719	0.851896798526562	0.860589527284053	0.859175080051684	0.88631133669145	0.849055665070353	0.847289108088157	0.862522252859717	0.866456155068862	0.887548815474689	0.847250232877283	0.857545692884417	0.859548445063898	0.855595815145813	0.881817738344668	0.854992782558922	0.853439048178148	0.829957702075258	0.860406013148843
ENA|HQ660154|HQ660154.1 Bat Paramyxovirus Hip_spec/GH19-T/GHA/2009 isolate BatPV/Hip_spec/GH19-T/GHA/2009 RNA-dependent RNA polymerase (L) gene, partial cds.	0.888390493061151	0.878659781003255	0.860274492337222	0.869665274419236	0.897078224219824	0.862316498502576	0.869436515382526	0.850769959395326	0.863538011178154	0.863694240999374	0.834197524474269	0.822981355465999	0.819920061690788	0.796333059381195	0.797372227467074	0.80006426477096	0.813331853588617	0	0.493245975278868	0.807962185568868	0.836660026534076	0.821281140948333	0.862354232514125	0.888819441731559	0.878184619667801	0.848227553068788	0.81319759135197	0.851942751370597	0.823103881657716	0.846859915908007	0.821915320570715	0.849076105280404	0.840808959847424	0.876750585277847	0.856418468926091	0.836773418148953	0.868485009429694	0.868861035554907	0.880900484210582	0.840614449709987	0.843630079899781	0.865015461279016	0.837456466530251	0.880112206214485	0.858682615927917	0.852230578455795	0.853498406575027	0.854327089811861
ENA|HQ660153|HQ660153.1 Bat Paramyxovirus Hip_rub/GH19-140/GHA/2009 isolate BatPV/Hip_rub/GH19-140/GHA/2009 RNA-dependent RNA polymerase (L) gene, partial cds.	0.885863061216969	0.872519525615699	0.866546321367653	0.865504172678669	0.891176329723602	0.858058119397361	0.867338957404177	0.840634680861233	0.850149014044189	0.862526296934317	0.834197524474269	0.81381136056313	0.805704451933553	0.810345859962259	0.808901098808946	0.790366157701021	0.818074353570048	0.493245975278868	0	0.815758004041225	0.82241330021081	0.824577265797111	0.849006585805503	0.886002257333467	0.876719756897081	0.865236314414404	0.823054891753102	0.845608516655822	0.821583836257749	0.827250526952648	0.826322404819706	0.866504797900192	0.847318545736323	0.868719112945181	0.856418468926091	0.834502658418187	0.858604312350988	0.878077261974379	0.894026372162401	0.863074712399612	0.859499120848148	0.851435097316128	0.871779788708135	0.862662185627507	0.874916238285134	0.850128896887873	0.842723422971037	0.851180386339726
ENA|KY017958|KY017958.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 cytchrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	0.871734268524896	0.853724870111064	0.85036166231593	0.849634546610231	0.886571052117468	0.872496418330757	0.872940614506907	0.838985163096526	0.858116330321033	0.851865996313784	0.846097449056696	0.832523050225043	0.834479643432746	0.813656584215378	0.821285458243094	0.82915619758885	0.840168050416806	0.807962185568868	0.815758004041225	0	0.550861394419748	0.605895729108149	0.873650562938323	0.889137805818563	0.881630720467888	0.860526774199341	0.857286276010613	0.851162290501904	0.838273644284909	0.8275470519691	0.845154254728517	0.859308207819808	0.852219087009188	0.857455397848647	0.847202593830787	0.869613568205509	0.853165374627091	0.887541582884821	0.872033405577023	0.863811714632871	0.851205555787551	0.844031622944883	0.852093791661008	0.878711287540173	0.857492925712544	0.865848284362649	0.860828462021117	0.851559377984371
ENA|OR668305|OR668305.1 Hynobius unisacculus isolate GH19 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial.	0.868489207919997	0.847068930604751	0.864769383683605	0.857701681188188	0.877058019307029	0.877135221720744	0.873589088036728	0.848874687627165	0.859633985039734	0.850409831252919	0.842522735352283	0.82572282384477	0.833265854218009	0.823953325479549	0.814062904632322	0.826767381914326	0.833809387832792	0.836660026534076	0.82241330021081	0.550861394419748	0	0.603673269438765	0.857928090889356	0.873212459828649	0.869358419581163	0.863747384747702	0.878114079917523	0.848934423364027	0.82915619758885	0.834847109936722	0.830706108816579	0.880246804644068	0.832724838667796	0.86838836971469	0.860292549208554	0.849714614075299	0.853165374627091	0.882025520567786	0.873952575056722	0.859337848847319	0.863428620116294	0.866025403784439	0.867559550963555	0.872214030484595	0.847013100642812	0.868258390912927	0.873944808073745	0.860292549208554
ENA|HQ730799|HQ730799.1 Styela clava haplotype GH19 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	0.857167919433096	0.832893731244052	0.857262695361848	0.852355598980903	0.885472583798108	0.869205284627934	0.868228100187881	0.840789614495621	0.854410768886572	0.856786085906946	0.832666399786453	0.818288324537149	0.825555317437966	0.834333910496839	0.824478164425797	0.819515062870479	0.835657838081095	0.821281140948333	0.824577265797111	0.605895729108149	0.603673269438765	0	0.869573249052649	0.875779818939747	0.872122986591139	0.861863561502841	0.878114079917523	0.867225384135243	0.830913768340428	0.843080253431125	0.844358440752852	0.857379342968061	0.850075136224015	0.869634542150926	0.863624441571528	0.843610592700677	0.855156428384189	0.881707796196537	0.8843245728143	0.862427443050929	0.83522738845129	0.843423758477099	0.841098572410296	0.874418480743503	0.857954646786501	0.859768956061632	0.856348838577675	0.849076105280404
ENA|MK568138|MK568138.1 Clavibacter michiganensis subsp. michiganensis strain gh19 F0F1 ATP synthase subunit beta (atpD) gene, partial cds.	0.837846498451171	0.854638826353549	0.874746926965061	0.868942304612302	0.810533563132741	0.854436275969865	0.836163933975466	0.8606156753507	0.863165653310502	0.848476559869336	0.885099321950141	0.870649170783918	0.857218922533888	0.863372946088014	0.874271384166384	0.861891607371335	0.875113012593303	0.862354232514125	0.849006585805503	0.873650562938323	0.857928090889356	0.869573249052649	0	0.805790665864521	0.818329347725178	0.867791002770711	0.832230138778361	0.885193275092246	0.878668779193509	0.88631133669145	0.879109619816207	0.846783207582134	0.897582146796242	0.843976885796466	0.867179335547152	0.870429238263243	0.808372034730701	0.829457654133109	0.858763617009826	0.889605445949138	0.860537495604409	0.854797728652027	0.863778900898433	0.827042925125413	0.863712915267567	0.84970583144992	0.835164654424503	0.885437744847146
ENA|MK568170|MK568170.1 UNVERIFIED: Clavibacter michiganensis subsp. michiganensis strain gh19 DNA gyrase subunit B-like (gyrB) gene, partial sequence.	0.829645519671919	0.859337848847319	0.848307826336819	0.85160650823007	0.790727829914949	0.847062054570847	0.844026630137315	0.846859915908007	0.848051837561784	0.833367276973328	0.868966075756888	0.864600784619865	0.849119034527102	0.868000378763884	0.869871575500373	0.898979012717273	0.884022659772998	0.888819441731559	0.886002257333467	0.889137805818563	0.873212459828649	0.875779818939747	0.805790665864521	0	0.766287457806253	0.875841290833151	0.80860754006264	0.857056272683104	0.882509789980692	0.86701120422173	0.855819083600544	0.822308017831808	0.868519003543141	0.848160593273575	0.873069558351743	0.859093127826026	0.814512382172287	0.808305345621588	0.844231764817738	0.873272604641189	0.855110444815388	0.848795938641642	0.849836585598797	0.831251398047689	0.839073368452997	0.854156061345049	0.850317126539431	0.869691690407374
ENA|MK568202|MK568202.1 UNVERIFIED: Clavibacter michiganensis subsp. michiganensis strain gh19 polyphosphate kinase-like (ppk) gene, partial sequence.	0.827170191868511	0.844627514724262	0.854597612126131	0.854597612126131	0.809427213400379	0.861146348600437	0.835455909776936	0.855780402512	0.857200785900207	0.846801730472787	0.865383665716478	0.8831219090364	0.894427190999916	0.863951088461371	0.868189929539472	0.868966075756888	0.876226290320224	0.878184619667801	0.876719756897081	0.881630720467888	0.869358419581163	0.872122986591139	0.818329347725178	0.766287457806253	0	0.866672415756486	0.85695682505013	0.865708120240621	0.892506934119271	0.890247601816929	0.875417123539925	0.839154374539442	0.875662293522349	0.816967863264762	0.858058119397361	0.863644807163904	0.840399087971129	0.820077723467399	0.859950201340678	0.881636461802431	0.857390837144326	0.846145638359351	0.870524267324007	0.842549767010893	0.833999733546454	0.864437821507566	0.855076475465483	0.866976557727112
ENA|ON863398|ON863398.1 HIV-1 strain GH19 from Ghana integrase (pol) gene, partial cds.	0.876620256355222	0.876294290056314	0.844951068223662	0.85485041426511	0.886405260427918	0.86126553345819	0.859107732168228	0.852600691600306	0.858123043874473	0.857698974022969	0.852353227304493	0.814100986774163	0.813157112614726	0.857956310196899	0.829305152264908	0.824855993007851	0.834847109936722	0.848227553068788	0.865236314414404	0.860526774199341	0.863747384747702	0.861863561502841	0.867791002770711	0.875841290833151	0.866672415756486	0	0.869978588873335	0.83221361758887	0.855702920499667	0.852556069623489	0.84698955385992	0.863701746782707	0.837080775882538	0.856023725111676	0.859054528853846	0.846901044579793	0.86221868028452	0.865855777810079	0.871617642368276	0.81562565099354	0.839451227036508	0.865718900358175	0.844286984869785	0.863783131116982	0.872242464241746	0.863137228626282	0.876401620547767	0.853897813096865
ENA|OL854162|OL854162.1 Colletotrichum fructicola isolate GH19 chitin synthase (CHS-1) gene, partial cds.	0.833171505322616	0.820149827720712	0.856193745062217	0.865450162668969	0.8448133979876	0.863145364535271	0.860834395556837	0.850260973433288	0.834057656228299	0.84842653553911	0.85048230910629	0.870904458750319	0.872278375988647	0.846884357367698	0.862439361864103	0.837707816583391	0.847865261706146	0.81319759135197	0.823054891753102	0.857286276010613	0.878114079917523	0.878114079917523	0.832230138778361	0.80860754006264	0.85695682505013	0.869978588873335	0	0.877058019307029	0.87106536138985	0.868243142124459	0.835269069584557	0.843527392286973	0.867748839128446	0.845154254728517	0.866025403784439	0.851757122704842	0.866025403784439	0.857097068374046	0.84971037536782	0.853628824807735	0.862662185627507	0.833655021565093	0.865467936456775	0.866025403784439	0.857097068374046	0.88795356773963	0.843527392286973	0.835967522599831
ENA|JQ741997|JQ741997.1 Uncultured bacterium clone GH19 glycosyl hydrolase family 48 (GHF48) gene, partial cds.	0.848036016563562	0.849718577324175	0.842586854060204	0.835147182908871	0.863418196451712	0.853181564337796	0.865139444060154	0.859797846268876	0.858622766284357	0.859897131593702	0.8596150609996	0.848349556313298	0.847015271255176	0.82956135578434	0.831421755742734	0.813575295780767	0.829212531875533	0.851942751370597	0.845608516655822	0.851162290501904	0.848934423364027	0.867225384135243	0.885193275092246	0.857056272683104	0.865708120240621	0.83221361758887	0.877058019307029	0	0.843181896719629	0.856791053344343	0.85485041426511	0.861002277079246	0.861033861323019	0.853787310794628	0.846179305747741	0.853436078987061	0.836660026534076	0.859184162384703	0.876972197297987	0.854473828161256	0.857245773977849	0.853581427052864	0.848765587585892	0.860393966609354	0.868482218376613	0.867270946501692	0.86496604509582	0.859439563690411
ENA|FJ971954|FJ971954.1 Paramyxovirus bat/GH19/2009 polymerase (L) gene, partial cds.	0.862662185627507	0.853950097623256	0.837529886439649	0.838977648775956	0.881598088628496	0.848874687627165	0.874065368058878	0.84871468862704	0.87020453726435	0.865636266310834	0.842515361457918	0.833376848298159	0.820963574845176	0.823413912442696	0.822531375390315	0.798661431586956	0.841172872581243	0.823103881657716	0.821583836257749	0.838273644284909	0.82915619758885	0.830913768340428	0.878668779193509	0.882509789980692	0.892506934119271	0.855702920499667	0.87106536138985	0.843181896719629	0	0.827625640297186	0.837930581596392	0.861416401376541	0.845154254728517	0.870062840141097	0.864009043880315	0.842151921066519	0.878627890909479	0.876037590783133	0.855165721492012	0.82915619758885	0.856348838577675	0.860916064775327	0.852397957811381	0.866696481299927	0.862948927262691	0.858608934454785	0.88610675721675	0.860963844338856
ENA|KY016151|KY016151.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 16S ribosomal RNA gene, partial sequence; mitochondrial.	0.88000612180301	0.850142007562152	0.82977381867828	0.838198134340669	0.897378661178469	0.849140853525077	0.855800424279623	0.86639259710337	0.86639259710337	0.873011075299682	0.863348348217781	0.824621125123532	0.822930853640461	0.818535277187245	0.823819566821934	0.823134873765025	0.823539811898719	0.846859915908007	0.827250526952648	0.8275470519691	0.834847109936722	0.843080253431125	0.88631133669145	0.86701120422173	0.890247601816929	0.852556069623489	0.868243142124459	0.856791053344343	0.827625640297186	0	0.81462602502052	0.863262955266995	0.834783871129682	0.873862897505303	0.850503385690083	0.829069551870698	0.874912745765875	0.871571677034435	0.887780883717545	0.845154254728517	0.846618571601372	0.842248271609831	0.838027491396242	0.872871560943969	0.851334624106077	0.859784289774657	0.871667322760597	0.848795938641642
ENA|JX845698|JX845698.1 Gambusia holbrooki clone Gh19 microsatellite sequence.	0.903753388007704	0.882098624139576	0.844781858035078	0.859002597525215	0.867068180084855	0.841955396021006	0.859950201340678	0.863622157198274	0.865680854177094	0.869718492622904	0.863811714632871	0.852419324649536	0.838273644284909	0.852033766033682	0.843949472569722	0.831684798913076	0.851896798526562	0.821915320570715	0.826322404819706	0.845154254728517	0.830706108816579	0.844358440752852	0.879109619816207	0.855819083600544	0.875417123539925	0.84698955385992	0.835269069584557	0.85485041426511	0.837930581596392	0.81462602502052	0	0.876079861409266	0.866025403784439	0.864790869437951	0.848026494969475	0.859124692984225	0.864124138255488	0.882453060652701	0.848225253909862	0.860366134304153	0.844419018178102	0.85153286789661	0.849669803812166	0.851781612206801	0.852573586519139	0.842993652332175	0.858545710548214	0.858917849429286
ENA|KY018459|KY018459.1 Tetragnatha sp. GH19-GH27 isolate ARAGH000019 histone H3 (H3) gene, partial cds.	0.832632758738431	0.825087407957018	0.874033423977315	0.856986714895976	0.844590630621329	0.853152303202082	0.860804046550304	0.880140833801014	0.869090990021281	0.870571500132014	0.866968273311143	0.830897983554379	0.829305152264908	0.824202854173404	0.835780719904872	0.838525491562421	0.860589527284053	0.849076105280404	0.866504797900192	0.859308207819808	0.880246804644068	0.857379342968061	0.846783207582134	0.822308017831808	0.839154374539442	0.863701746782707	0.843527392286973	0.861002277079246	0.861416401376541	0.863262955266995	0.876079861409266	0	0.848188929679971	0.849422737711778	0.879536756287295	0.862316498502576	0.860734446490563	0.839286909062253	0.858200405795719	0.841938691053969	0.841389629087801	0.859565880654132	0.849422737711778	0.846747383861014	0.859647433947094	0.850453079394491	0.853643148280169	0.859168404332442
ENA|AY397532|AY397532.1 HIV-1 strain S|GH19 from Ghana envelope glycoprotein (env) gene, partial cds.	0.869608478266304	0.862783065917546	0.831718866205062	0.855092273207357	0.858618819600562	0.865507910219387	0.867576032427712	0.840573439125759	0.846140240972498	0.857097068374046	0.846065800118109	0.855453544199523	0.851601564832537	0.855769833211562	0.850531748566242	0.847225714342373	0.859175080051684	0.840808959847424	0.847318545736323	0.852219087009188	0.832724838667796	0.850075136224015	0.897582146796242	0.868519003543141	0.875662293522349	0.837080775882538	0.867748839128446	0.861033861323019	0.845154254728517	0.834783871129682	0.866025403784439	0.848188929679971	0	0.859029123186612	0.847474517858351	0.855800424279623	0.87994633674762	0.861549790341286	0.870025542409212	0.824957911384305	0.834148785172163	0.854297700689583	0.864525791570533	0.869490509266471	0.852433926246438	0.857551857909151	0.87994633674762	0.86502939954025
ENA|OM115982|OM115982.1 Giardia intestinalis assemblage AII isolate GH19 triosephosphate isomerase gene, partial cds.	0.841108011237061	0.842796776622477	0.870610006512382	0.852123611738067	0.835235923328881	0.847318545736323	0.838307870012974	0.855725099681116	0.856348838577675	0.841130192063036	0.858071628613383	0.845154254728517	0.840268929092851	0.88351596583976	0.85528173680669	0.871434734355133	0.88631133669145	0.876750585277847	0.868719112945181	0.857455397848647	0.86838836971469	0.869634542150926	0.843976885796466	0.848160593273575	0.816967863264762	0.856023725111676	0.845154254728517	0.853787310794628	0.870062840141097	0.873862897505303	0.864790869437951	0.849422737711778	0.859029123186612	0	0.853238747314139	0.867835281210558	0.842423539174232	0.843597322019097	0.840096016460278	0.854493259282208	0.865609345435283	0.842664840617814	0.866388898198675	0.846017979281702	0.855783351805944	0.873373451676927	0.847836308415705	0.846884357367698
